Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Revised Source Niche	Revised_Collection_Year	Classification	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species_1	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC1500	HC2000	HC2350 (subsp.)			Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Revised Source Niche	Revised_Collection_Year	Classification
ESC_CA1387AA	KTE118	"SRR641915;ILLUMINA;Paired;539;SRX172432,SRR639997;ILLUMINA;Paired;164;SRX149800,SRR640057;ILLUMINA;Paired;164;SRX149800,SRR641822;ILLUMINA;Paired;539;SRX172432"	Human	2010	NA	Human	Human	Homo sapiens; female	2010	NA	NA	NA	Europe	Denmark	NA	NA	NA	NA	NA	NA	Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA164961	SRP018534	NA	SAMN00854661	SRS410435	27/8/15	28/12/12	ESC_CA1387AA	Assembled	53.95	160697	5153446	Escherichia coli / Shigella;100.0%	162	7061	2.2	ESC_BA8258AA_AS	6727	6727	6727	6727	6727	55	55	55	44	44	44	1	1								
ESC_CA1445AA	KTE55	"SRR641907;ILLUMINA;Paired;528;SRX172368,SRR640056;ILLUMINA;Paired;178;SRX149849,SRR642266;ILLUMINA;Paired;528;SRX172368,SRR640090;ILLUMINA;Paired;178;SRX149849"	Human	2010	NA	Human	Human	Homo sapiens; female	2010	NA	NA	NA	Europe	Denmark	NA	NA	NA	NA	NA	NA	Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA164867	SRP020755	NA	SAMN00854614	SRS410373	27/8/15	28/12/12	ESC_CA1445AA	Assembled	66.29	267671	5160993	Escherichia coli / Shigella;100.0%	98	2043	2.2	ESC_CA6295AA_AS	19366	6672	6672	6672	6672	2219	1107	44	44	44	44	1	1								
ESC_CA1450AA	KTE62	"SRR639940;ILLUMINA;Paired;171;SRX149827,SRR641898;ILLUMINA;Paired;589;SRX172363,SRR641862;ILLUMINA;Paired;589;SRX172363,SRR640023;ILLUMINA;Paired;171;SRX149827"	Human	2010	NA	Human	Human	Homo sapiens; female	2010	NA	NA	NA	Europe	Denmark	NA	NA	NA	NA	NA	NA	Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA164881	SRP020837	NA	SAMN00854621	SRS410463	27/8/15	28/12/12	ESC_CA1450AA	Assembled	81.19	269951	4970729	Escherichia coli / Shigella;99.33%	167	2099	2.2	ESC_CA2823AA_AS	6666	6666	6666	6666	4076	4076	4076	1592	44	44	44	1	1								
ESC_CA1451AA	KTE65	"SRR640092;ILLUMINA;Paired;161;SRX149796,SRR640132;ILLUMINA;Paired;161;SRX149796,SRR642285;ILLUMINA;Paired;536;SRX172362,SRR641923;ILLUMINA;Paired;536;SRX172362"	Human	2010	NA	Human	Human	Homo sapiens; female	2010	NA	NA	NA	Europe	Denmark	NA	NA	NA	NA	NA	NA	Broad Institute	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA164887	SRP020850	NA	SAMN00854624	SRS410477	27/8/15	28/12/12	ESC_CA1451AA	Assembled	54.69	185943	5137684	Escherichia coli / Shigella;100.0%	161	7382	2.2	ESC_CA6245AA_AS	6667	6667	6667	6667	6667	6667	55	55	44	44	44	1	1								
ESC_CA3883AA	AZ_TG78672	SRR2890045;ILLUMINA;Paired;500;SRX1409683	Environment	2015	Environmental	Environment	Water/River	ND	2015	NA	NA	NA	North America	United States	Arizona	NA	NA	NA	NA	NA	CFSAN	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA230968	SRP038995	NA	SAMN04125216	SRS1144604	4/11/15	1/1/15	ESC_CA3883AA	Assembled	81.53	268775	5184421	Escherichia coli / Shigella;97.87%	92	4950	2.2	ESC_FA6906AA_AS	4924	4924	4924	4924	4924	4924	1107	44	44	44	44	1	1								
ESC_CA3885AA	AZ_TG78664	SRR2890043;ILLUMINA;Paired;500;SRX1409681	Environment	2015	Environmental	Environment	Water/River	ND	2015	NA	NA	NA	North America	United States	Arizona	NA	NA	NA	NA	NA	CFSAN	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA230968	SRP038995	NA	SAMN04125214	SRS1144605	4/11/15	1/1/15	ESC_CA3885AA	Assembled	89.04	359701	5278766	Escherichia coli / Shigella;100.0%	53	3911	2.2	ESC_FA6908AA_AS	4921	4921	4921	4921	4921	4921	55	55	44	44	44	1	1								
ESC_CA4621AA	FSIS 210133188	SRR2970158;ILLUMINA;Paired;;SRX1459385	Bovine	2014	Faecal	Livestock	NA	Animal-Cattle-Heifer	2014	3	NA	NA	North America	United States	Pennsylvania	NA	NA	NA	NA	NA	FDA	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA292667	SRP066916	NA	SAMN04293302	SRS1186952	12/12/15	3/12/15	ESC_CA4621AA	Assembled	113	217358	5208880	Escherichia coli / Shigella;97.47%	101	3648	3.32	ESC_FA8050AA_AS	4490	4490	4490	4490	4490	1108	1108	1108	1108	44	44	1	1								
ESC_CA9633AA	H552	traces-0jtzwZu;ILLUMINA;Paired;;NA	Human	2001	Faecal	Human	Human	Faecal	2001	NA	NA	NA	Oceania	Australia	Australian Capital Territory	NA	Canberra	NA	NA	NA	David Gordon	Escherichia coli	NA	NA	NA	Non Pathogen	NA	NA	NA	NA	NA	NA	NA	NA	5/4/16	4/10/16	ESC_CA9633AA	Assembled	41	115711	5055124	Escherichia coli / Shigella;100.0%	116	8709	3.41	ESC_GA5351AA_AS	1105	1105	1105	1105	1105	1105	55	55	44	44	44	1	1								
ESC_DA2142AA	236201	SRR3574295;ILLUMINA;Paired;;SRX1793542	Human	2016	NA	Human	Human	Human; Homo sapiens	2016	3	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	O1:H7	NA	NA	NA	NA	NA	PRJNA315192	SRP071789	NA	SAMN05163772	SRS1462916	24/5/16	24/5/16	ESC_DA2142AA	Assembled	42	186024	5058432	Escherichia coli / Shigella;100.0%	143	3920	3.41	ESC_GA8857AA_AS	21374	21374	21374	21374	21374	3473	3473	1592	44	44	44	1	1								
ESC_DA2180AA	217022	SRR3574257;ILLUMINA;Paired;;SRX1793500	Human	2016	NA	Human	Human	Human; Homo sapiens	2016	2	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	O1:K1:H1	NA	NA	NA	NA	NA	PRJNA315192	SRP071789	NA	SAMN05163734	SRS1462878	24/5/16	24/5/16	ESC_DA2180AA	Assembled	54	271800	5154942	Escherichia coli / Shigella;100.0%	143	2955	3.41	ESC_GA8819AA_AS	21335	21335	21335	21335	21335	55	55	55	44	44	44	1	1								
ESC_DA2521AA	195743	SRR3578906;ILLUMINA;Paired;;SRX1795887	Human	2015	NA	Human	Human	Human; Homo sapiens	2015	12	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA315192	SRP071789	NA	SAMN05170870	SRS1464155	26/5/16	25/5/16	ESC_DA2521AA	Assembled	71	240363	5068878	Escherichia coli / Shigella;95.44%	103	1881	3.41	ESC_GA9272AA_AS	21729	21729	21729	21729	21729	6748	6748	6624	44	44	44	1	1								
ESC_DA2569AA	129397	SRR3578663;ILLUMINA;Paired;;SRX1795640	Human	2015	NA	Human	Human	Human; Homo sapiens	2015	6	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Public Health England	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA315192	SRP071789	NA	SAMN05170821	SRS1464008	26/5/16	25/5/16	ESC_DA2569AA	Assembled	26	82881	5138232	Escherichia coli / Shigella;100.0%	216	15505	3.41	ESC_GA9224AA_AS	21665	21665	21665	21665	21665	21665	21665	44	44	44	44	1	1								
ESC_DA3182AA	PNUSAE002928	SRR3657573;ILLUMINA;Paired;;SRX1837252	Human	2015	NA	Human	Human	Homo sapiens	2015	9	NA	NA	North America	United States	NA	NA	NA	NA	NA	NA	Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA218110	SRP046387	NA	SAMN05033858	SRS1496660	11/6/16	10/6/16	ESC_DA3182AA	Assembled	121	342527	5234431	Escherichia coli / Shigella;100.0%	72	3587	3.41	ESC_HA0198AA_AS	22235	22235	22235	22235	22235	3702	55	55	44	44	44	1	1								
ESC_DA3285AA	PNUSAE002709	SRR3676340;ILLUMINA;Paired;;SRX1851550	Human	2015	NA	Human	Human	Homo sapiens	2015	6	NA	NA	North America	United States	NA	NA	NA	NA	NA	NA	Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA218110	SRP046387	NA	SAMN04633639	SRS1508944	17/6/16	16/6/16	ESC_DA3285AA	Assembled	49	137482	5429111	Escherichia coli / Shigella;93.13%	184	13075	3.41	ESC_HA0238AA_AS	22267	22267	22267	22267	22267	1107	1107	44	44	44	44	1	1								
ESC_DA3301AA	DMG2016	traces-0hyvFTe;ILLUMINA;Paired;;NA	Human	2016	Faecal	Human	Human	Faeces	2016	4	15	NA	Oceania	Australia	NA	NA	NA	NA	-2.672634741	5.888028145	David Gordon	Escherichia coli	NA	NA	NA	Non Pathogen	NA	NA	NA	NA	NA	NA	NA	NA	20/6/16	23/12/16	ESC_DA3301AA	Assembled	47	114723	5196351	Escherichia coli / Shigella;91.8%	161	17708	3.41	ESC_HA0246AA_AS	22283	22283	22283	22283	22283	4847	55	55	44	44	44	1	1								
ESC_DA3384AA	50857972	traces-0wMtqSe;ILLUMINA;Paired;;NA	Human	2014	SEPEC	Human	Human	Blood	2014	NA	NA	NA	Europe	Norway	NA	NA	NA	NA	NA	NA	Norwegian National Advisory Unit on Detection of Antimicrobial Resistance	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24/6/16	27/12/16	ESC_DA3384AA	Assembled	35	178682	5274933	Escherichia coli / Shigella;87.5%	109	3952	3.41	ESC_HA0364AA_AS	22335	22335	22335	22335	22335	1104	1104	1104	44	44	44	1	1								
ESC_DA4606AA	F11	SRR3143606;ILLUMINA;Paired;;SRX1559731	Human	2011	ExPEC	Human	Human	Human sputum	2011	NA	NA	NA	Asia	China	NA	NA	NA	NA	NA	NA	Swansea University	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA295914	SRP068897	NA	SAMN04273109	SRS1274396	1/7/16	28/1/16	ESC_DA4606AA	Assembled	60	203930	5199166	Escherichia coli / Shigella;98.65%	120	3708	3.41	ESC_HA5800AA_AS	25968	25968	25968	25968	25968	25968	1104	1104	44	44	44	1	1								
ESC_DA4750AA	GN04262	SRR3098955;ILLUMINA;Paired;;SRX1528901	Human	2011	NA	Human	Human	Homo sapiens	2011	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN04388572	SRS1246514	1/7/16	17/1/16	ESC_DA4750AA	Assembled	427	110808	5229282	Escherichia coli / Shigella;92.54%	239	12110	3.41	ESC_HA5683AA_AS	25879	25879	25879	25879	25879	3702	55	55	44	44	44	1	1								
ESC_DA4768AA	GN03409	SRR3098917;ILLUMINA;Paired;;SRX1528867	Human	2010	NA	Human	Human	Homo sapiens	2010	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN04388554	SRS1246480	1/7/16	17/1/16	ESC_DA4768AA	Assembled	395	144337	5275936	Escherichia coli / Shigella;95.27%	318	13602	3.41	ESC_HA5665AA_AS	26097	26097	26097	26097	26097	1107	1107	44	44	44	44	1	1								
ESC_DA4770AA	GN03324	SRR3098912;ILLUMINA;Paired;;SRX1528862	Human	2010	NA	Human	Human	Homo sapiens	2010	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN04388552	SRS1246476	1/7/16	17/1/16	ESC_DA4770AA	Assembled	259	124843	5139153	Escherichia coli / Shigella;100.0%	170	11341	3.41	ESC_HA5663AA_AS	26088	26088	26088	26088	26088	26088	55	55	44	44	44	1	1								
ESC_DA4818AA	GN02476	SRR3098837;ILLUMINA;Paired;;SRX1528789	Human	2006	ExPEC	Human	Human	Homo sapiens; Bodily fluid	2006	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN03922985	SRS1246402	1/7/16	17/1/16	ESC_DA4818AA	Assembled	246	134431	5214436	Escherichia coli / Shigella;100.0%	250	14017	3.41	ESC_HA5615AA_AS	25864	25864	25864	25864	25864	1592	1592	1592	44	44	44	1	1								
ESC_DA4842AA	GN02345	SRR3098811;ILLUMINA;Paired;;SRX1528764	Human	2005	ExPEC	Human	Human	Homo sapiens; Bodily fluid	2005	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN03922956	SRS1246376	1/7/16	17/1/16	ESC_DA4842AA	Assembled	126	35637	5215703	Escherichia coli / Shigella;100.0%	325	25082	3.41	ESC_HA5591AA_AS	25852	25852	25852	25852	25852	25852	55	55	44	44	44	1	1								
ESC_DA4853AA	GN02260	SRR3098800;ILLUMINA;Paired;;SRX1528753	Human	2004	ExPEC	Human	Human	Homo sapiens; Bodily fluid	2004	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN03922932	SRS1246367	1/7/16	17/1/16	ESC_DA4853AA	Assembled	119	263963	5223730	Escherichia coli / Shigella;93.57%	106	6371	3.41	ESC_HA5580AA_AS	25843	25835	25830	25830	25830	1107	1107	44	44	44	44	1	1								
ESC_DA4854AA	GN02254	SRR3098799;ILLUMINA;Paired;;SRX1528752	Human	2003	ExPEC	Human	Human	Homo sapiens; Bodily fluid	2003	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN03922931	SRS1246365	1/7/16	17/1/16	ESC_DA4854AA	Assembled	264	229729	5211277	Escherichia coli / Shigella;93.32%	140	4912	3.41	ESC_HA5579AA_AS	25842	25842	25830	25830	25830	1107	1107	44	44	44	44	1	1								
ESC_DA4861AA	GN02172	SRR3098783;ILLUMINA;Paired;;SRX1528736	Human	2003	ExPEC	Human	Human	Homo sapiens; Bodily fluid	2003	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN03922923	SRS1246358	1/7/16	17/1/16	ESC_DA4861AA	Assembled	229	168662	5243449	Escherichia coli / Shigella;94.02%	166	7614	3.41	ESC_HA5572AA_AS	25837	25837	25830	25830	25830	1107	1107	44	44	44	44	1	1								
ESC_DA4863AA	GN02165	SRR3098778;ILLUMINA;Paired;;SRX1528734	Human	2003	ExPEC	Human	Human	Homo sapiens; Bodily fluid	2003	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN03922921	SRS1246347	1/7/16	17/1/16	ESC_DA4863AA	Assembled	121	243579	5380672	Escherichia coli / Shigella;97.56%	182	6528	3.41	ESC_HA5570AA_AS	25848	25848	25848	25848	25848	9830	1655	44	44	44	44	1	1								
ESC_DA4865AA	GN02148	SRR3098774;ILLUMINA;Paired;;SRX1528730	Human	2003	ExPEC	Human	Human	Homo sapiens; Bodily fluid	2003	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN03922919	SRS1246343	1/7/16	17/1/16	ESC_DA4865AA	Assembled	260	227590	5233531	Escherichia coli / Shigella;94.86%	156	5806	3.41	ESC_HA5568AA_AS	25835	25835	25830	25830	25830	1107	1107	44	44	44	44	1	1								
ESC_DA4868AA	GN02099	SRR3098770;ILLUMINA;Paired;;SRX1528725	Human	2002	ExPEC	Human	Human	Homo sapiens; Bodily fluid	2002	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN03922916	SRS1246339	1/7/16	17/1/16	ESC_DA4868AA	Assembled	228	125531	5210966	Escherichia coli / Shigella;91.5%	265	11059	3.41	ESC_HA5565AA_AS	25833	25833	25833	25833	25833	1107	1107	44	44	44	44	1	1								
ESC_DA4876AA	GN02005	SRR3098758;ILLUMINA;Paired;;SRX1528714	Human	2002	ExPEC	Human	Human	Homo sapiens; Bodily fluid	2002	NA	NA	NA	North America	United States	NA	NA	NA	NA	36	-78.9	JCVI	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA290784	SRP068372	NA	SAMN03922906	SRS1246327	1/7/16	17/1/16	ESC_DA4876AA	Assembled	224	195354	5222439	Escherichia coli / Shigella;88.17%	165	6245	3.41	ESC_HA5557AA_AS	25830	25830	25830	25830	25830	1107	1107	44	44	44	44	1	1								
ESC_DA5259AA	HICF83	SRR3051039;ILLUMINA;Paired;;SRX1499601	Human	2009	SEPEC	Human	Human	Homo sapiens; Blood	2009	7	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357690	SRS1221208	1/7/16	5/1/16	ESC_DA5259AA	Assembled	75	359489	5227881	Escherichia coli / Shigella;96.77%	64	1881	3.41	ESC_HA5174AA_AS	25485	25485	25485	25485	25485	25485	55	55	44	44	44	1	1								
ESC_DA5280AA	HICF14	SRR3051018;ILLUMINA;Paired;;SRX1499580	Human	2008	SEPEC	Human	Human	Homo sapiens; Blood	2008	10	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357669	SRS1221229	1/7/16	5/1/16	ESC_DA5280AA	Assembled	83	295699	5220511	Escherichia coli / Shigella;100.0%	77	1711	3.41	ESC_HA5153AA_AS	25466	25466	25466	25466	25466	1592	1592	1592	44	44	44	1	1								
ESC_DA5284AA	HICF257	SRR3051014;ILLUMINA;Paired;;SRX1499576	Human	2011	SEPEC	Human	Human	Homo sapiens; Blood	2011	8	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357665	SRS1221233	1/7/16	5/1/16	ESC_DA5284AA	Assembled	135	269151	5186066	Escherichia coli / Shigella;100.0%	98	1840	3.41	ESC_HA5149AA_AS	25461	25461	25461	25461	4076	4076	4076	1592	44	44	44	1	1								
ESC_DA5297AA	HICF241	SRR3051001;ILLUMINA;Paired;;SRX1499563	Human	2011	SEPEC	Human	Human	Homo sapiens; Blood	2011	5	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357652	SRS1221246	1/7/16	5/1/16	ESC_DA5297AA	Assembled	54	322760	4944174	Escherichia coli / Shigella;97.14%	43	2101	3.41	ESC_HA5136AA_AS	25798	25798	25798	25798	25798	25798	44	44	44	44	44	1	1								
ESC_DA5312AA	HICF219	SRR3050986;ILLUMINA;Paired;;SRX1499548	Human	2011	SEPEC	Human	Human	Homo sapiens; Blood	2011	3	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357637	SRS1221261	1/7/16	5/1/16	ESC_DA5312AA	Assembled	89	213257	5289608	Escherichia coli / Shigella;95.31%	75	2081	3.41	ESC_HA5121AA_AS	25434	25434	25434	25434	25434	1592	1592	1592	44	44	44	1	1								
ESC_DA5316AA	HICF212	SRR3050982;ILLUMINA;Paired;;SRX1499544	Human	2011	SEPEC	Human	Human	Homo sapiens; Blood	2011	3	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357633	SRS1221265	1/7/16	5/1/16	ESC_DA5316AA	Assembled	117	360546	5080065	Escherichia coli / Shigella;100.0%	57	1526	3.41	ESC_HA5117AA_AS	25432	25432	25432	25432	25432	55	55	55	44	44	44	1	1								
ESC_DA5322AA	HICF205	SRR3050976;ILLUMINA;Paired;;SRX1499538	Human	2011	SEPEC	Human	Human	Homo sapiens; Blood	2011	1	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357627	SRS1221271	1/7/16	5/1/16	ESC_DA5322AA	Assembled	101	244953	5244928	Escherichia coli / Shigella;96.92%	98	1961	3.41	ESC_HA5111AA_AS	25425	25425	25425	7779	1104	1104	1104	1104	44	44	44	1	1								
ESC_DA5335AA	HICF190	SRR3050963;ILLUMINA;Paired;;SRX1499525	Human	2010	SEPEC	Human	Human	Homo sapiens; Blood	2010	11	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357614	SRS1221285	1/7/16	5/1/16	ESC_DA5335AA	Assembled	93	360313	5199735	Escherichia coli / Shigella;97.14%	60	1961	3.41	ESC_HA5098AA_AS	25413	25413	25413	25413	25413	55	55	55	44	44	44	1	1								
ESC_DA5339AA	HICF180	SRR3050959;ILLUMINA;Paired;;SRX1499521	Human	2010	SEPEC	Human	Human	Homo sapiens; Blood	2010	10	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357610	SRS1221288	1/7/16	5/1/16	ESC_DA5339AA	Assembled	88	286624	5214918	Escherichia coli / Shigella;100.0%	70	1904	3.41	ESC_HA5094AA_AS	25408	25408	25408	25408	25408	55	55	55	44	44	44	1	1								
ESC_DA5356AA	HICF154	SRR3050942;ILLUMINA;Paired;;SRX1499504	Human	2010	SEPEC	Human	Human	Homo sapiens; Blood	2010	7	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357593	SRS1221305	1/7/16	5/1/16	ESC_DA5356AA	Assembled	72	204009	5054791	Escherichia coli / Shigella;97.16%	101	2377	3.41	ESC_HA5076AA_AS	25393	25393	25393	25393	25393	9859	9859	6624	44	44	44	1	1								
ESC_DA5389AA	HICF110	SRR3050909;ILLUMINA;Paired;;SRX1499471	Human	2010	SEPEC	Human	Human	Homo sapiens; Blood	2010	1	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357560	SRS1221338	1/7/16	5/1/16	ESC_DA5389AA	Assembled	108	360506	5105885	Escherichia coli / Shigella;100.0%	66	1435	3.41	ESC_HA5043AA_AS	25361	25361	25361	25361	25361	55	55	55	44	44	44	1	1								
ESC_DA5395AA	HICF89	SRR3050903;ILLUMINA;Paired;;SRX1499465	Human	2009	SEPEC	Human	Human	Homo sapiens; Blood	2009	10	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357554	SRS1221344	1/7/16	5/1/16	ESC_DA5395AA	Assembled	83	200992	5177328	Escherichia coli / Shigella;96.2%	117	1991	3.41	ESC_HA5037AA_AS	25354	25354	25354	25354	25354	9859	9859	6624	44	44	44	1	1								
ESC_DA5401AA	HICF76	SRR3050897;ILLUMINA;Paired;;SRX1499459	Human	2009	SEPEC	Human	Human	Homo sapiens; Blood	2009	8	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357548	SRS1221350	1/7/16	5/1/16	ESC_DA5401AA	Assembled	80	360233	5191751	Escherichia coli / Shigella;100.0%	56	1921	3.41	ESC_HA5031AA_AS	25348	25348	25348	25348	25348	25348	55	55	44	44	44	1	1								
ESC_DA5409AA	HICF62	SRR3050889;ILLUMINA;Paired;;SRX1499451	Human	2009	SEPEC	Human	Human	Homo sapiens; Blood	2009	6	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357540	SRS1221358	1/7/16	5/1/16	ESC_DA5409AA	Assembled	66	360324	5330688	Escherichia coli / Shigella;100.0%	63	2345	3.41	ESC_HA5023AA_AS	25340	25340	25340	25340	25340	25340	6620	1104	44	44	44	1	1								
ESC_DA5426AA	HICF42	SRR3050872;ILLUMINA;Paired;;SRX1499434	Human	2009	SEPEC	Human	Human	Homo sapiens; Blood	2009	3	NA	NA	Europe	United Kingdom	England	Oxfordshire	Oxford	NA	51.75	-1.26	University of Oxford	Escherichia coli	NA	NA	NA	NA	NA	NA	NA	PRJNA306133	SRP067738	NA	SAMN04357523	SRS1221374	1/7/16	5/1/16	ESC_DA5426AA	Assembled	57	389918	5228278	Escherichia coli / Shigella;97.43%	58	2338	3.41	ESC_HA5006AA_AS	25324	25324	25324	25324	1104	1104	1104	1104	44	44	44	1	1								
