name	pMLST_scheme	pMLST
ESC_GB9709AA_AS	IncF RST	C4:A-:B-
ESC_GB9710AA_AS	IncF RST	F4:A-:B-
ESC_GB9711AA_AS	IncF RST	F-:A-:B-
ESC_GB9712AA_AS	IncF RST	F40:A-:B-
ESC_GB9713AA_AS	IncF RST	F-:A8:B-
ESC_GB9714AA_AS	IncF RST	F24:A-:B1
ESC_GB9715AA_AS	IncF RST	F-:A-:B-
ESC_GB9716AA_AS	IncF RST	F-:A-:B-
ESC_GB9717AA_AS	IncF RST	F-:A-:B-
ESC_GB9718AA_AS	IncF RST	F29:A-:B-
ESC_GB9719AA_AS	IncF RST	F4:A-:B-
ESC_GB9720AA_AS	IncF RST	F29:A-:B-
ESC_GB9721AA_AS	IncF RST	F2:A-:B-
ESC_GB9722AA_AS	IncF RST	F4:A-:B-
ESC_GB9723AA_AS	IncF RST	C4:A1:B-
ESC_GB9724AA_AS	IncF RST	F-:A-:B-
ESC_GB9725AA_AS	IncF RST	F-:A-:B-
ESC_GB9726AA_AS	IncF RST	C4:A-:B-
ESC_GB9727AA_AS	IncF RST	F29:A-:B10
ESC_GB9728AA_AS	IncF RST	F18:A-:B54
ESC_GB9729AA_AS	IncF RST	F-:A-:B-
ESC_GB9730AA_AS	IncF RST	F78:A-:B47
ESC_GB9731AA_AS	IncF RST	F2:A-:B1
ESC_GB9732AA_AS	IncF RST	F2:A-:B-
ESC_GB9733AA_AS	IncF RST	F-:A-:B1
ESC_GB9734AA_AS	IncF RST	F56:A6:B53
ESC_GB9735AA_AS	IncF RST	F40:A-:B-
ESC_GB9736AA_AS	IncF RST	F-:A-:B-
ESC_GB9737AA_AS	IncF RST	F24:A-:B1
ESC_GB9738AA_AS	IncF RST	F112:A2:B16
ESC_GB9739AA_AS	IncF RST	F-:A-:B42
ESC_GB9740AA_AS	IncF RST	F104:A-:B11
ESC_GB9741AA_AS	IncF RST	F45:A6:B42
ESC_GB9742AA_AS	IncF RST	F-:A-:B-
ESC_GB9743AA_AS	IncF RST	F-:A-:B54
ESC_GB9744AA_AS	IncF RST	F-:A-:B-
ESC_GB9745AA_AS	IncF RST	F2:A-:B-
ESC_GB9746AA_AS	IncF RST	F24:A-:B1
ESC_GB9747AA_AS	IncF RST	F95:A-:B-
ESC_GB9748AA_AS	IncF RST	F89:A-:B-
ESC_GB9749AA_AS	IncF RST	F-:A-:B-
ESC_GB9750AA_AS	IncF RST	F56:A17:B20
ESC_GB9751AA_AS	IncF RST	F56:A-:B-
ESC_GB9752AA_AS	IncF RST	F-:A-:B-
ESC_GB9753AA_AS	IncF RST	F-:A-:B-
ESC_GB9754AA_AS	IncF RST	F-:A-:B24
ESC_GB9755AA_AS	IncF RST	F2:A1:B-
ESC_GB9756AA_AS	IncF RST	F2:A1:B-
ESC_GB9757AA_AS	IncF RST	F1:A1:B66
ESC_GB9758AA_AS	IncF RST	F2:A-:B1
ESC_GB9759AA_AS	IncF RST	F1:A6:B20
ESC_GB9760AA_AS	IncF RST	F-:A1:B10
ESC_GB9761AA_AS	IncF RST	F22:A1:B20
ESC_GB9762AA_AS	IncF RST	F31:A4:B1
ESC_GB9763AA_AS	IncF RST	F1:A2:B20
ESC_GB9764AA_AS	IncF RST	F2:A1:B-
ESC_GB9765AA_AS	IncF RST	F1:A2:B20
ESC_GB9766AA_AS	IncF RST	F35:A-:B1
ESC_GB9767AA_AS	IncF RST	F1:A1:B1
ESC_GB9768AA_AS	IncF RST	F31:A4:B1
ESC_GB9769AA_AS	IncF RST	F2:A-:B34
ESC_GB9810AA_AS	IncF RST	F23:A-:B3
ESC_GB9811AA_AS	IncF RST	F23:A-:B3
ESC_GB9812AA_AS	IncF RST	F23:A-:B3
ESC_GB9813AA_AS	IncF RST	F-:A1:B10
ESC_GB9814AA_AS	IncF RST	F-:A-:B-
ESC_GB9815AA_AS	IncF RST	F43:A1:B-
ESC_GB9816AA_AS	IncF RST	F1:A1:B1
ESC_GB9817AA_AS	IncF RST	F2:A-:B-
ESC_GB9818AA_AS	IncF RST	F29:A-:B10
ESC_GB9819AA_AS	IncF RST	F1:A2:B20
ESC_GB9820AA_AS	IncF RST	F1:A1:B1
ESC_GB9821AA_AS	IncF RST	F2:A1:B-
ESC_GB9822AA_AS	IncF RST	F64:A-:B-
ESC_GB9823AA_AS	IncF RST	F-:A-:B-
ESC_GB9824AA_AS	IncF RST	F-:A-:B15
ESC_GB9825AA_AS	IncF RST	F-:A-:B-
ESC_GB9826AA_AS	IncF RST	F-:A-:B-
ESC_GB9827AA_AS	IncF RST	F-:A-:B-
ESC_GB9828AA_AS	IncF RST	F-:A6:B24
ESC_GB9829AA_AS	IncF RST	F-:A-:B-
ESC_GB9830AA_AS	IncF RST	F8:A-:B-
ESC_GB9831AA_AS	IncF RST	F-:A-:B-
ESC_GB9832AA_AS	IncF RST	F-:A-:B-
ESC_GB9833AA_AS	IncF RST	F-:A-:B-
ESC_GB9837AA_AS	IncF RST	F36:A24:B1
ESC_GB9838AA_AS	IncF RST	F-:A-:B-
ESC_GB9839AA_AS	IncF RST	F36:A24:B1
ESC_GB9840AA_AS	IncF RST	F36:A24:B1
ESC_GB9841AA_AS	IncF RST	F36:A4:B-
ESC_GB9842AA_AS	IncF RST	F36:A4:B-
ESC_GB9843AA_AS	IncF RST	F-:A-:B-
ESC_GB9844AA_AS	IncF RST	F36:A24:B1
ESC_GB9845AA_AS	IncF RST	F23:A-:B3
ESC_GB9847AA_AS	IncF RST	F23:A-:B3
ESC_GB9849AA_AS	IncF RST	F23:A-:B3
ESC_GB9850AA_AS	IncF RST	F-:A-:B-
ESC_GB9851AA_AS	IncF RST	F36:A24:B1
ESC_GB9853AA_AS	IncF RST	F43:A-:B1
ESC_GB9854AA_AS	IncF RST	F1:A2:B20
ESC_GB9855AA_AS	IncF RST	F1:A1:B1
ESC_GB9856AA_AS	IncF RST	F-:A6:B1
ESC_GB9857AA_AS	IncF RST	F1:A2:B20
ESC_GB9858AA_AS	IncF RST	F36:A4:B1
ESC_GB9859AA_AS	IncF RST	F2:A1:B-
ESC_GB9860AA_AS	IncF RST	F23:A-:B3
ESC_GB9861AA_AS	IncF RST	F23:A-:B3
ESC_GB9862AA_AS	IncF RST	F23:A-:B3
ESC_GB9863AA_AS	IncF RST	F-:A-:B56
ESC_GB9864AA_AS	IncF RST	F-:A-:B15
ESC_GB9865AA_AS	IncF RST	F23:A-:B3
ESC_GB9866AA_AS	IncF RST	F-:A-:B59
ESC_GB9867AA_AS	IncF RST	F23:A-:B3
ESC_GB9869AA_AS	IncF RST	F103:A-:B-
ESC_GB9870AA_AS	IncF RST	F23:A-:B3
ESC_GB9871AA_AS	IncF RST	F23:A-:B3
ESC_GB9872AA_AS	IncF RST	F57:A-:B42
ESC_GB9873AA_AS	IncF RST	F23:A-:B3
ESC_GB9874AA_AS	IncF RST	F-:A-:B13
ESC_GB9875AA_AS	IncF RST	F23:A-:B3
ESC_GB9876AA_AS	IncF RST	F-:A-:B59
ESC_GB9877AA_AS	IncF RST	F-:A-:B-
ESC_GB9878AA_AS	IncF RST	C5:A-:B53
ESC_GB9879AA_AS	IncF RST	C1:A-:B1
ESC_GB9880AA_AS	IncF RST	F24:A-:B20
ESC_GB9881AA_AS	IncF RST	F2:A-:B-
ESC_GB9887AA_AS	IncF RST	F23:A-:B3
ESC_GB9888AA_AS	IncF RST	F111:A-:B-
ESC_GB9889AA_AS	IncF RST	F-:A1:B-
ESC_GB9890AA_AS	IncF RST	F-:A-:B-
ESC_GB9891AA_AS	IncF RST	F-:A-:B-
ESC_GB9892AA_AS	IncF RST	F-:A-:B59
ESC_GB9893AA_AS	IncF RST	F-:A-:B-
ESC_GB9894AA_AS	IncF RST	F-:A-:B-
ESC_GB9895AA_AS	IncF RST	F-:A-:B-
ESC_GB9896AA_AS	IncF RST	F29:A-:B10
ESC_GB9897AA_AS	IncF RST	F-:A-:B59
ESC_GB9898AA_AS	IncF RST	F23:A-:B3
ESC_GB9899AA_AS	IncF RST	C4:A-:B1
ESC_GB9900AA_AS	IncF RST	F23:A-:B3
ESC_GB9901AA_AS	IncF RST	F23:A-:B3
ESC_GB9902AA_AS	IncF RST	F29:A-:B10
ESC_GB9903AA_AS	IncF RST	F23:A-:B3
ESC_GB9904AA_AS	IncF RST	F23:A-:B3
ESC_GB9905AA_AS	IncF RST	F23:A-:B3
ESC_GB9906AA_AS	IncF RST	F23:A-:B3
ESC_GB9907AA_AS	IncF RST	F23:A-:B3
ESC_GB9908AA_AS	IncF RST	F2:A1:B-
ESC_GB9909AA_AS	IncF RST	F43:A-:B1
ESC_GB9911AA_AS	IncF RST	F2:A1:B-
ESC_GB9912AA_AS	IncF RST	F1:A1:B16
ESC_GB9913AA_AS	IncF RST	F2:A-:B10
ESC_GB9914AA_AS	IncF RST	F-:A1:B-
ESC_GB9915AA_AS	IncF RST	F1:A1:B1
ESC_GB9916AA_AS	IncF RST	F-:A1:B10
ESC_GB9917AA_AS	IncF RST	F2:A1:B-
ESC_GB9918AA_AS	IncF RST	F29:A-:B1
ESC_GB9919AA_AS	IncF RST	F-:A-:B62
ESC_GB9920AA_AS	IncF RST	F-:A-:B11
ESC_GB9921AA_AS	IncF RST	F1:A-:B23
ESC_GB9922AA_AS	IncF RST	F-:A-:B11
ESC_GB9923AA_AS	IncF RST	F2:A-:B-
ESC_GB9924AA_AS	IncF RST	F2:A-:B23
ESC_GB9925AA_AS	IncF RST	F-:A-:B-
ESC_GB9926AA_AS	IncF RST	F-:A-:B59
ESC_GB9927AA_AS	IncF RST	F6:A-:B-
ESC_GB9928AA_AS	IncF RST	F1:A-:B54
ESC_GB9929AA_AS	IncF RST	F-:A-:B59
ESC_GB9930AA_AS	IncF RST	F-:A-:B-
ESC_GB9931AA_AS	IncF RST	F111:A-:B-
ESC_GB9932AA_AS	IncF RST	F63:A-:B3
ESC_GB9933AA_AS	IncF RST	F63:A-:B3
ESC_GB9934AA_AS	IncF RST	F63:A-:B3
ESC_GB9935AA_AS	IncF RST	F63:A-:B3
ESC_GB9936AA_AS	IncF RST	F63:A-:B3
ESC_GB9937AA_AS	IncF RST	F63:A-:B3
ESC_GB9938AA_AS	IncF RST	F63:A-:B3
ESC_GB9939AA_AS	IncF RST	F63:A-:B3
ESC_GB9940AA_AS	IncF RST	F63:A-:B3
ESC_GB9941AA_AS	IncF RST	F63:A-:B3
ESC_GB9942AA_AS	IncF RST	F63:A-:B3
ESC_GB9943AA_AS	IncF RST	F63:A-:B3
ESC_GB9944AA_AS	IncF RST	F2:A1:B-
ESC_GB9945AA_AS	IncF RST	F1:A2:B20
ESC_GB9946AA_AS	IncF RST	F2:A1:B-
ESC_GB9947AA_AS	IncF RST	F1:A2:B-
ESC_GB9948AA_AS	IncF RST	F-:A1:B16
ESC_GB9950AA_AS	IncF RST	F1:A1:B1
ESC_GB9951AA_AS	IncF RST	F-:A-:B-
ESC_GB9952AA_AS	IncF RST	F1:A1:B16
ESC_GB9953AA_AS	IncF RST	F29:A-:B10
ESC_GB9954AA_AS	IncF RST	F40:A-:B-
ESC_GB9955AA_AS	IncF RST	F-:A-:B-
ESC_GB9956AA_AS	IncF RST	F2:A-:B-
ESC_GB9957AA_AS	IncF RST	F64:A-:B59
ESC_GB9958AA_AS	IncF RST	C4:A5:B1
ESC_GB9959AA_AS	IncF RST	F-:A2:B-
ESC_GB9960AA_AS	IncF RST	F-:A-:B-
ESC_GB9961AA_AS	IncF RST	F19:A-:B-
ESC_GB9962AA_AS	IncF RST	F-:A-:B-
ESC_GB9963AA_AS	IncF RST	F-:A-:B-
ESC_GB9964AA_AS	IncF RST	F40:A-:B-
ESC_GB9965AA_AS	IncF RST	F-:A-:B-
ESC_GB9966AA_AS	IncF RST	F-:A-:B-
ESC_GB9967AA_AS	IncF RST	F-:A-:B-
ESC_GB9968AA_AS	IncF RST	F-:A-:B-
ESC_GB9969AA_AS	IncF RST	F-:A-:B-
ESC_GB9970AA_AS	IncF RST	F-:A-:B59
ESC_GB9971AA_AS	IncF RST	F-:A-:B-
ESC_GB9972AA_AS	IncF RST	F-:A-:B-
ESC_GB9973AA_AS	IncF RST	F-:A-:B-
ESC_GB9974AA_AS	IncF RST	F4:A-:B1
ESC_GB9975AA_AS	IncF RST	F-:A-:B1
ESC_GB9976AA_AS	IncF RST	F29:A-:B10
ESC_GB9977AA_AS	IncF RST	F-:A-:B-
ESC_GB9978AA_AS	IncF RST	F-:A-:B-
ESC_GB9979AA_AS	IncF RST	F64:A-:B54
ESC_GB9980AA_AS	IncF RST	F-:A-:B-
ESC_GB9981AA_AS	IncF RST	F-:A-:B-
ESC_GB9982AA_AS	IncF RST	F-:A-:B27
ESC_GB9983AA_AS	IncF RST	F111:A-:B-
ESC_GB9984AA_AS	IncF RST	F14:A-:B-
ESC_GB9985AA_AS	IncF RST	F2:A8:B71
ESC_GB9986AA_AS	IncF RST	F-:A-:B-
ESC_GB9987AA_AS	IncF RST	F108:A-:B42
ESC_GB9988AA_AS	IncF RST	F14:A-:B-
ESC_GB9989AA_AS	IncF RST	F-:A-:B-
ESC_GB9990AA_AS	IncF RST	F14:A-:B-
ESC_GB9991AA_AS	IncF RST	F108:A8:B23
ESC_GB9992AA_AS	IncF RST	F110:A-:B-
ESC_GB9993AA_AS	IncF RST	F-:A-:B-
ESC_GB9994AA_AS	IncF RST	F57:A-:B43
ESC_GB9995AA_AS	IncF RST	F67:A6:B38
ESC_GB9996AA_AS	IncF RST	F108:A-:B-
ESC_GB9997AA_AS	IncF RST	F4:A6:B-
ESC_GB9998AA_AS	IncF RST	F100:A-:B42
ESC_GB9999AA_AS	IncF RST	F2:A6:B71
ESC_HA0116AA_AS	IncF RST	F-:A-:B11
ESC_HA0117AA_AS	IncF RST	F-:A-:B11
ESC_HA0118AA_AS	IncF RST	F-:A-:B11
ESC_HA0119AA_AS	IncF RST	F-:A-:B-
ESC_HA0120AA_AS	IncF RST	F-:A-:B11
ESC_HA0121AA_AS	IncF RST	F-:A-:B-
ESC_HA0122AA_AS	IncF RST	F-:A-:B-
ESC_HA0123AA_AS	IncF RST	F-:A-:B-
ESC_HA0124AA_AS	IncF RST	F-:A-:B12
ESC_HA0125AA_AS	IncF RST	C4:A-:B1
ESC_HA0126AA_AS	IncF RST	F64:A-:B27
ESC_HA0127AA_AS	IncF RST	F86:A-:B-
ESC_HA0128AA_AS	IncF RST	F-:A-:B-
ESC_HA0129AA_AS	IncF RST	F-:A-:B-
ESC_HA0130AA_AS	IncF RST	C4:A-:B1
ESC_HA0131AA_AS	IncF RST	F-:A-:B-
ESC_HA0132AA_AS	IncF RST	F-:A-:B-
ESC_HA0133AA_AS	IncF RST	F78:A-:B23
ESC_HA0134AA_AS	IncF RST	F-:A-:B1
ESC_HA0135AA_AS	IncF RST	F2:A-:B-
ESC_HA0136AA_AS	IncF RST	F40:A-:B-
ESC_HA0137AA_AS	IncF RST	F-:A-:B-
ESC_HA0138AA_AS	IncF RST	F24:A-:B1
ESC_HA0139AA_AS	IncF RST	F-:A-:B-
ESC_HA0140AA_AS	IncF RST	F24:A-:B1
ESC_HA0141AA_AS	IncF RST	F67:A6:B38
ESC_HA0142AA_AS	IncF RST	F-:A-:B-
ESC_HA0143AA_AS	IncF RST	F13:A-:B-
ESC_HA0144AA_AS	IncF RST	F40:A-:B-
ESC_HA0145AA_AS	IncF RST	F-:A-:B-
ESC_HA0146AA_AS	IncF RST	F18:A-:B52
ESC_HA0147AA_AS	IncF RST	F-:A-:B-
ESC_HA0148AA_AS	IncF RST	F104:A-:B-
ESC_HA0149AA_AS	IncF RST	F56:A-:B20
ESC_HA0150AA_AS	IncF RST	F-:A-:B-
ESC_HA0151AA_AS	IncF RST	F2:A1:B1
ESC_HA0152AA_AS	IncF RST	F-:A-:B-
ESC_HA0153AA_AS	IncF RST	F-:A-:B-
ESC_HA0154AA_AS	IncF RST	F-:A-:B-
ESC_HA0155AA_AS	IncF RST	F-:A-:B-
ESC_HA0156AA_AS	IncF RST	F-:A-:B-
ESC_HA0157AA_AS	IncF RST	F-:A-:B-
ESC_HA0158AA_AS	IncF RST	F-:A-:B-
ESC_HA0159AA_AS	IncF RST	F-:A-:B-
ESC_HA0160AA_AS	IncF RST	F23:A-:B3
ESC_HA0161AA_AS	IncF RST	F-:A-:B-
ESC_HA0162AA_AS	IncF RST	F-:A-:B-
ESC_HA0163AA_AS	IncF RST	F-:A-:B-
ESC_HA0164AA_AS	IncF RST	F23:A-:B3
ESC_HA0173AA_AS	IncF RST	F-:A-:B11
ESC_HA0197AA_AS	IncF RST	F5:A-:B-
ESC_HA0198AA_AS	IncF RST	F4:A-:B10
ESC_HA0199AA_AS	IncF RST	F2:A2:B20
ESC_HA0200AA_AS	IncF RST	F29:A-:B11
ESC_HA0201AA_AS	IncF RST	F-:A-:B11
ESC_HA0202AA_AS	IncF RST	F-:A-:B-
ESC_HA0203AA_AS	IncF RST	F-:A-:B11
ESC_HA0204AA_AS	IncF RST	F5:A-:B-
ESC_HA0205AA_AS	IncF RST	F29:A-:B10
ESC_HA0206AA_AS	IncF RST	F5:A-:B-
ESC_HA0208AA_AS	IncF RST	F5:A-:B-
ESC_HA0210AA_AS	IncF RST	F2:A-:B11
ESC_HA0211AA_AS	IncF RST	F56:A-:B40
ESC_HA0212AA_AS	IncF RST	F-:A-:B-
ESC_HA0214AA_AS	IncF RST	F-:A-:B11
ESC_HA0215AA_AS	IncF RST	F-:A6:B-
ESC_HA0216AA_AS	IncF RST	C1:A-:B16
ESC_HA0217AA_AS	IncF RST	F-:A6:B-
ESC_HA0218AA_AS	IncF RST	F-:A6:B-
ESC_HA0219AA_AS	IncF RST	F-:A6:B-
ESC_HA0221AA_AS	IncF RST	F-:A6:B-
ESC_HA0222AA_AS	IncF RST	C1:A-:B16
ESC_HA0223AA_AS	IncF RST	F-:A6:B-
ESC_HA0224AA_AS	IncF RST	F-:A6:B-
ESC_HA0226AA_AS	IncF RST	F-:A-:B-
ESC_HA0233AA_AS	IncF RST	F23:A-:B3
ESC_HA0234AA_AS	IncF RST	F23:A-:B3
ESC_HA0236AA_AS	IncF RST	F23:A-:B3
ESC_HA0238AA_AS	IncF RST	F51:A-:B10
ESC_HA0239AA_AS	IncF RST	F36:A4:B1
ESC_HA0240AA_AS	IncF RST	F29:A13:B10
ESC_HA0241AA_AS	IncF RST	F29:A13:B10
ESC_HA0242AA_AS	IncF RST	F24:A-:B73
ESC_HA0243AA_AS	IncF RST	F24:A-:B73
ESC_HA0244AA_AS	IncF RST	F36:A1:B20
ESC_HA0245AA_AS	IncF RST	F36:A4:B1
ESC_HA0297AA_AS	IncF RST	F13:A-:B-
ESC_HA0298AA_AS	IncF RST	F-:A-:B-
ESC_HA0299AA_AS	IncF RST	C4:A-:B1
ESC_HA0300AA_AS	IncF RST	F-:A-:B-
ESC_HA0301AA_AS	IncF RST	F-:A-:B-
ESC_HA0302AA_AS	IncF RST	F13:A6:B54
ESC_HA0304AA_AS	IncF RST	F-:A-:B52
ESC_HA0305AA_AS	IncF RST	F-:A-:B-
ESC_HA0306AA_AS	IncF RST	F-:A-:B13
ESC_HA0307AA_AS	IncF RST	F-:A-:B-
ESC_HA0308AA_AS	IncF RST	F-:A-:B-
ESC_HA0309AA_AS	IncF RST	F-:A-:B-
ESC_HA0310AA_AS	IncF RST	F-:A-:B-
ESC_HA0311AA_AS	IncF RST	F-:A-:B15
ESC_HA0312AA_AS	IncF RST	F63:A-:B-
ESC_HA0313AA_AS	IncF RST	F-:A-:B-
ESC_HA0314AA_AS	IncF RST	F23:A-:B3
ESC_HA0315AA_AS	IncF RST	F-:A-:B-
ESC_HA0334AA_AS	IncF RST	F-:A-:B-
ESC_HA0337AA_AS	IncF RST	F-:A-:B-
ESC_HA0339AA_AS	IncF RST	F-:A-:B-
ESC_HA0341AA_AS	IncF RST	F-:A-:B-
ESC_HA0343AA_AS	IncF RST	F-:A-:B11
ESC_HA0345AA_AS	IncF RST	F-:A-:B-
ESC_HA0347AA_AS	IncF RST	F-:A-:B-
ESC_HA0349AA_AS	IncF RST	F-:A-:B11
ESC_HA0351AA_AS	IncF RST	F-:A-:B11
ESC_HA0353AA_AS	IncF RST	F-:A-:B-
ESC_HA0355AA_AS	IncF RST	F-:A-:B-
ESC_HA0356AA_AS	IncF RST	F-:A-:B11
ESC_HA0358AA_AS	IncF RST	F-:A-:B-
ESC_HA0360AA_AS	IncF RST	F-:A-:B-
ESC_HA0362AA_AS	IncF RST	F-:A-:B11
ESC_HA0374AA_AS	IncF RST	F-:A-:B13
ESC_HA0391AA_AS	IncF RST	F-:A-:B-
ESC_HA0403AA_AS	IncF RST	F77:A-:B-
ESC_HA0406AA_AS	IncF RST	F-:A-:B-
ESC_HA0452AA_AS	IncF RST	F2:A-:B-
ESC_HA0453AA_AS	IncF RST	F-:A-:B-
ESC_HA0465AA_AS	IncF RST	F23:A-:B3
ESC_HA0483AA_AS	IncF RST	F-:A-:B-
ESC_HA0486AA_AS	IncF RST	F16:A-:B-
ESC_HA0633AA_AS	IncF RST	C4:A-:B-
ESC_HA0667AA_AS	IncF RST	F33:A-:B-
ESC_HA0680AA_AS	IncF RST	F-:A-:B-
ESC_HA0685AA_AS	IncF RST	F57:A-:B23
ESC_HA0689AA_AS	IncF RST	F29:A-:B10
ESC_HA0692AA_AS	IncF RST	F48:A-:B25
ESC_HA0778AA_AS	IncF RST	F-:A-:B11
ESC_HA0780AA_AS	IncF RST	F-:A-:B11
ESC_HA0781AA_AS	IncF RST	F-:A-:B-
ESC_HA0788AA_AS	IncF RST	F23:A-:B3
ESC_HA0807AA_AS	IncF RST	F-:A-:B-
ESC_HA0808AA_AS	IncF RST	F13:A-:B-
ESC_HA0809AA_AS	IncF RST	F2:A5:B1
ESC_HA0889AA_AS	IncF RST	F29:A-:B10
ESC_HA0890AA_AS	IncF RST	F40:A-:B-
ESC_HA0891AA_AS	IncF RST	F-:A-:B-
ESC_HA0892AA_AS	IncF RST	F40:A-:B15
ESC_HA0893AA_AS	IncF RST	F-:A1:B-
ESC_HA0894AA_AS	IncF RST	F1:A-:B23
ESC_HA0895AA_AS	IncF RST	F2:A-:B-
ESC_HA0896AA_AS	IncF RST	F-:A-:B59
ESC_HA0897AA_AS	IncF RST	F-:A-:B59
ESC_HA0898AA_AS	IncF RST	F24:A-:B1
ESC_HA0899AA_AS	IncF RST	F2:A-:B-
ESC_HA0900AA_AS	IncF RST	F-:A-:B11
ESC_HA0901AA_AS	IncF RST	F-:A-:B33
ESC_HA0902AA_AS	IncF RST	F-:A-:B11
ESC_HA0903AA_AS	IncF RST	F5:A-:B-
ESC_HA0918AA_AS	IncF RST	F29:A-:B10
ESC_HA0919AA_AS	IncF RST	F-:A-:B11
ESC_HA0920AA_AS	IncF RST	F-:A-:B-
ESC_HA0921AA_AS	IncF RST	F-:A-:B11
ESC_HA0922AA_AS	IncF RST	F-:A-:B11
ESC_HA0923AA_AS	IncF RST	F-:A-:B11
ESC_HA0924AA_AS	IncF RST	F-:A-:B-
ESC_HA0926AA_AS	IncF RST	F-:A-:B-
ESC_HA0927AA_AS	IncF RST	F40:A-:B11
ESC_HA0928AA_AS	IncF RST	F-:A-:B-
ESC_HA0929AA_AS	IncF RST	F-:A-:B11
ESC_HA0930AA_AS	IncF RST	F-:A-:B11
ESC_HA1519AA_AS	IncF RST	F78:A-:B47
ESC_HA1532AA_AS	IncF RST	F-:A-:B-
ESC_HA1533AA_AS	IncF RST	F-:A-:B-
ESC_HA1625AA_AS	IncF RST	Y4:A-:B36
ESC_HA1678AA_AS	IncF RST	F5:A-:B-
ESC_HA1725AA_AS	IncF RST	F2:A-:B-
ESC_HA1865AA_AS	IncF RST	F-:A-:B-
ESC_HA1866AA_AS	IncF RST	F48:A-:B25
ESC_HA1938AA_AS	IncF RST	F48:A-:B25
ESC_HA1939AA_AS	IncF RST	F48:A-:B25
ESC_HA1940AA_AS	IncF RST	F48:A-:B25
ESC_HA1941AA_AS	IncF RST	F17:A-:B5
ESC_HA1942AA_AS	IncF RST	F17:A-:B5
ESC_HA1943AA_AS	IncF RST	F17:A-:B5
ESC_HA1944AA_AS	IncF RST	F17:A-:B5
ESC_HA1945AA_AS	IncF RST	F17:A-:B5
ESC_HA1946AA_AS	IncF RST	F17:A-:B5
ESC_HA1947AA_AS	IncF RST	F17:A-:B5
ESC_HA1948AA_AS	IncF RST	F1:A-:B33
ESC_HA1949AA_AS	IncF RST	F1:A-:B33
ESC_HA1950AA_AS	IncF RST	F1:A-:B33
ESC_HA1951AA_AS	IncF RST	F-:A-:B-
ESC_HA1952AA_AS	IncF RST	F9:A-:B-
ESC_HA1953AA_AS	IncF RST	F9:A-:B-
ESC_HA1954AA_AS	IncF RST	F-:A-:B-
ESC_HA1958AA_AS	IncF RST	F36:A4:B1
ESC_HA1959AA_AS	IncF RST	F-:A-:B-
ESC_HA1960AA_AS	IncF RST	F-:A-:B-
ESC_HA1961AA_AS	IncF RST	C4:A-:B73
ESC_HA1962AA_AS	IncF RST	F-:A-:B-
ESC_HA1963AA_AS	IncF RST	F1:A1:B49
ESC_HA1964AA_AS	IncF RST	F40:A4:B-
ESC_HA1965AA_AS	IncF RST	F36:A4:B-
ESC_HA1966AA_AS	IncF RST	F40:A-:B-
ESC_HA1967AA_AS	IncF RST	F2:A1:B20
ESC_HA1968AA_AS	IncF RST	F24:A-:B1
ESC_HA1969AA_AS	IncF RST	F40:A16:B-
ESC_HA1970AA_AS	IncF RST	F2:A1:B-
ESC_HA1971AA_AS	IncF RST	F2:A1:B-
ESC_HA1972AA_AS	IncF RST	F2:A6:B1
ESC_HA1973AA_AS	IncF RST	F2:A-:B1
ESC_HA1978AA_AS	IncF RST	F22:A1:B20
ESC_HA1979AA_AS	IncF RST	F36:A4:B1
ESC_HA1980AA_AS	IncF RST	F48:A1:B49
ESC_HA1982AA_AS	IncF RST	F36:A4:B-
ESC_HA1983AA_AS	IncF RST	F89:A-:B62
ESC_HA1984AA_AS	IncF RST	F36:A4:B1
ESC_HA1985AA_AS	IncF RST	F36:A1:B20
ESC_HA1986AA_AS	IncF RST	F36:A4:B1
ESC_HA1987AA_AS	IncF RST	F36:A4:B1
ESC_HA2000AA_AS	IncF RST	F10:A-:B42
ESC_HA2002AA_AS	IncF RST	F108:A-:B42
ESC_HA2015AA_AS	IncF RST	F-:A-:B-
ESC_HA2016AA_AS	IncF RST	F-:A-:B-
ESC_HA2017AA_AS	IncF RST	F-:A-:B-
ESC_HA2018AA_AS	IncF RST	F-:A-:B-
ESC_HA2019AA_AS	IncF RST	F-:A-:B-
ESC_HA2020AA_AS	IncF RST	F-:A-:B-
ESC_HA2029AA_AS	IncF RST	F1:A1:B16
ESC_HA2030AA_AS	IncF RST	F1:A2:B20
ESC_HA2031AA_AS	IncF RST	F1:A1:B16
ESC_HA2032AA_AS	IncF RST	F1:A1:B1
ESC_HA2033AA_AS	IncF RST	F36:A4:B1
ESC_HA2034AA_AS	IncF RST	F1:A2:B20
ESC_HA2035AA_AS	IncF RST	F-:A-:B-
ESC_HA2036AA_AS	IncF RST	F1:A1:B16
ESC_HA2037AA_AS	IncF RST	F31:A4:B1
ESC_HA2038AA_AS	IncF RST	F36:A4:B1
ESC_HA2039AA_AS	IncF RST	F31:A4:B1
ESC_HA2040AA_AS	IncF RST	F1:A1:B16
ESC_HA2041AA_AS	IncF RST	F36:A4:B1
ESC_HA2042AA_AS	IncF RST	F31:A4:B1
ESC_HA2043AA_AS	IncF RST	F98:A-:B-
ESC_HA2046AA_AS	IncF RST	F2:A-:B1
ESC_HA2047AA_AS	IncF RST	F1:A2:B20
ESC_HA2048AA_AS	IncF RST	F51:A-:B10
ESC_HA2049AA_AS	IncF RST	F51:A-:B10
